,text,label_f,label_h,label_s
2601,bhai chatne ka sukh hai bahut chato lekin rape victims ko gali na do bjp sirf rape victims ko gali deti hai or rapeist ko bachati hai,0,1,1
184,modi ji bharat ki badhti abaadi ki fikar kijiye jo bharat ko patan ke maarg per lejaa rahi h,0,0,0
1629,insha allah blockbuster hoge abki bar  cross paar bajrangi bhaijaan,1,0,0
822,hello sir kaise ho plz reply tou de dou aaj plz sir,1,0,1
406,lokasabha ke javaaba chunaava aayoga dvaara spta r samaachaara ke maamala samkhya bata hai sabasa jyaada maamala,1,0,1
1292,nafrat ka meaning to tab samajhme aata hy jab piyar karnewale nafrat karne lage,1,0,1
3123,bhai tumhare bare me jyada nahi sochte tum dil me aate ho pm fb nahi,1,0,1
1123,aaj ki party meri taraf se salman bhai,1,0,1
1236,sallu bhai aapka no chaye,0,0,1
3578,aur india ki un aurton se bhi ziyada hai jo rape victim nahin hain https  twittercom trendulkar status ,1,0,0
3477,aap ghar me pakistan se aye aur atankio ko panah doge to dhundna to padega na aap terrorism ka sath mat do picture change hoga,1,0,0
2903,koi ta msg krdo salman khan,0,0,0
2056,ab aap soch lo aisa kya hua hoga jo aaj ye hindu haters hain aur muslims pe turant khoon ubal jaata hai,1,0,0
2858,kise aapna number de k jao sallu bhai,0,0,0
3161,yogi tere raj me rape bad gaya ,0,0,0
3863,awwww pakistani hurt hua bas itne mehi kal tv aur aankh dono phod lega tu  ek rape live hone wala hai pakistan ka dekh liyo agar light ho,1,0,0
560,yaar i hate this weather  barish krwao ajati hun,1,1,0
3341,tere har pr nhi  bharat ko bechne pr i hate yeh umeed nhi thi bhai tujhse,0,1,0
1617,sir gud eveningaaj fir ek bache ke sath rape hua hai school main delhiplz koi aisa law ho ke rape victim ko no umerkaid sidha fansi,0,0,1
729,buuma paaya aajataka ke buletina bayaana alaga jo gaya,1,0,1
32,bihaara chunaava le mithaka charcha khauuba haalaamka unaka sachcha kya baata aama loga inha mithaka sacha maana le aisa jaana mithaka kya unaka sachcha kya,0,0,1
2600,acha bc jab duniya mey mard log jo th saal ki bachi ko rape kardeyte hi aur jaan ley le try hi uska toh vo kuch nhi hi ladki adha kapadey pehney toh zulm kaisey log hi desh mey chi,1,1,0
1587,india main rape ho rahe hai to pakistani ki ladies kya namaz padkar pregnant ho rahi hai kya madarchod,0,0,0
1886,buuma paaya chaara tiina tasviira saala puraa alaga alaga mauka lii gaya chautha tasviira khushahaala maahaula,1,0,1
3860,ramjan may kya murder hote hai,1,0,1
235,devlope sirf sahro me hota hai gawo me nahi,1,0,0
4543, imrc_rajesh  saurabhtewari veer i hate you usne aaj #rangeela ko ghoda bana diya uska maa kal #rangeela ko kutta kaha  lifeok  rahilq,1,1,1
2410,saal lalu ka jungleraaj bolne walekhud saal se nautanki raaj bihar me kayam kar diyamahajungleraaj bihar me chal rah ahimurder rape under sum light are common nowits called vikas hota rahega ,1,1,0
1873,sarm ani chahiye aisi aurat aur netagiri ko  tu to bangal ki ho aur wahi rahti ho  please bolo kitni baar rape hua tumharasarmnak bayan,1,1,0
3564,salman bahi super duper hit hai meri dua hai apke sath lve u bahi,1,0,0
3206,salman ab nhi bachoge jab tak reply nhi doge mai picha nhi chorne wali,1,0,0
2551,bhai shahid ki shaadi mein nai gaye  ,0,0,1
3221,sab se bada criminal indians hai  apne bahnu ko b nai bakshte ho khali rape karte ho jab b mei zee news ya aj tak pe aata hu khali rapes,0,1,0
498,meri koi ijjat thodi hai,1,0,0
2904,sir  haryana mein rape aur murder rukenge kya ya yahan ki govt  andhi hai  pmoindia,1,1,1
1988,buuma paaya tasviira paakistaa soshala miidiya haimdalsa pichala saala pamjaaba paakistaana bata sheyara raha,1,0,0
3512,trailer dhaaaansu hai yaar,1,0,0
82,modi ji namashkarsorry to say but aap jab v kahin facebook pe kuch share karte hain to status ko english me update karte haikhusi hogi jab aaapka updates hindi me,0,0,1
1712,bt apne  kaha tha  ,1,0,1
3231,ok boss apka hukum sir ankho pe,1,0,0
1632,saala pahala tamilanaada ke kisaana dilla ke jamtaramamtara virodhapradarshana ke ikattha,0,0,0
1742,bhai  tha time to,0,0,1
411,kya baat hmanwa khush krr diye,0,0,0
460,buuma paaya tasviira tiina saala puraa bayaana ke mukhya dhaara ke miidiya samsthaana vishleshana lekha naha,1,0,1
2535,bhai bhuk lagi khana nahi khane jara aap ka wait kar raha,0,1,0
1842,buuma ramganaathasvaama mamdira haidaraabaada ke pujaara baata pushta viidiya janavara kaaryakrama ke,1,0,1
4535,apko q itni hate speech ker rahe hain #aamirliaquat ke khilaf ,0,0,0
934,baara kaamgresa adhyaksha kaha su saka kisaana kar maa kiya kisaana aadata kharaaba jaaya viidiya,1,0,1
569,kafir hy tu salman knjr marwasy k btty,1,0,0
1204,assalamu alaikum bhaijan,0,0,1
1641,luv u bhaiu r so cutesbki jaan salman khan anitha parmar,1,0,0
4294,yehi to madrassa chhap soch hai tere or tere abu azmi jaise baapo kiagar ladki ki angootha b dikhe to tumko rape karne ka mauka mil jata h https  twittercom anasmuhammadi status ,0,0,0
739,daava apa saamsa roka rakha kovida ke testa sarasa ke tela naaka laga vaayarasa peta,1,0,1
449,tum kab jwab doge mujhe,0,0,1
1478,tasviira dikha raha tiina ladaka daraasala ilma abhine aamira khaana bhatiija beta,1,0,0
3185,wo bhi apni ammi se pooch k aao ki  baar rape hone k baad phhna bnd kr diya kya,0,0,1
2927,hamara maa ashra hi nakaam he q ke punjab hukumat ko agar nakaam kaha jae to kpk me jo asma ka rape hua wo kis ki nakami thi or karachi me nakeeb ul mehsood ka katal wo kis ki nakami thior bohot se sawalat hain lekin jawab koi nahi,0,0,0
2161,vade to aur bhi th lekin log apni convenience k hisab se bhul hate h kya kare,1,0,0
599,he he he i hate him so much na ke dil se nikalta hai https  twittercom gprachiprachi status ,0,1,0
549,aur tum kheen ya na kh do k shahbaz sherf ny mera rape kya ha,1,0,0
4085,lagta hai andhi banibhakti aur lopa hate ne aap ki samaz par parda daal diya hai tabi sab lopa fans lagte hai,0,0,0
2721,sir ji yeh sab toh tik hai but #haryana rape ke baad garv  mlkhattar,0,0,0
1154,vadiaa veer ji,1,0,1
1039,criminaljo bolta hai vohi hota hai,1,0,1
3933,bomb blasts fidayin hamla kasmir mai aatankwad,1,0,0
2220,kha ho tum bhaijan,0,0,1
638,pm apna vada nebhae bename sampatte rakhnewalon ko paker ker unke sampatte rajsat kare peche na hate  pmoindia  hmoindia  aajtak  bbchindi,1,1,0
3278,cricket k liye bs desh se awaj nikalti hai har m me ek rape hota hai india me koi awaj nahi aati kyo kyoki career banana hai mahan h india,0,1,0
3013,madd tum jaise harami aur suwar jaise logon k wajah se aaj government manmani kar raha h aur developement k naam pe garib dalit muslim ko maara ja raha h rape ho raha har din,1,1,0
4305,aur ek baar bhi yeh rape wale baat sach hote toh islam itna bada nahi hotayeh ek baat yaad rakhna mere bhai,0,0,0
2256,agar vikas ne woh dost chune hai matlab woh ansu bhi sache the woh torture jo usne saha woh bhi sacha tha shukar karo vikas hate nai karta ss koarshi jaisa dil paane ke liye ss ko das janam lene padengeaur std ki baat ss ne bandgi n puneesh jaise ghatiya logo ko dost maana,0,1,0
281,pehli bar desh ki aan ban shandikhth he   jispe hame naz hesalam to pm,1,0,0
1825,hiiiii  kya yeh dream hai,1,0,1
4292,bhanwari devi ka nam yad hai rajsthan ki thi unhone raga pe rape kr arop dala aur dead body mili unki,0,1,0
94,modi ji app mearaku thoda call krdejia ,1,0,1
483,teri picture dekhne jao nah maja a aajaatah hai such iiiiiiii,1,0,0
925,bihaara chunaava pahala bika  karoda ke ilektorala bnda lava jehaada adhyaadesha laaega yoga sarakaara ke akhabaara ahama surkha,0,0,0
4080, aamirliaquat india m kya hota h orat zaat ke sath har community m orat rape hotti h siraf muslims m nahikiyo nahi aap is issue ko othate,0,0,0
1637,kash koi us kisan ke ghar bhi jata jiski sal ki bachhi se rape karke mar diya un wamio ko sertificate de rahe the janab dogla patrakar,0,1,0
2893,bhai k sath apun kab se baat karnay ka soch hi raha thawhats  app pr aah jana,0,0,0
4318,bhai tu hain kon use hate karne wala,1,0,0
3494,me tumari movie nahi dekoga jabtak ke app mujse batnahi karte,1,0,0
4169,i hate gandhi https  twittercom roflgandhi_ status ,1,1,0
880,haaa bhai hoooo gyi party aaj ki,1,0,1
4032,ek aur gao mutar pee kar apni maa aur behen ka rape karnay wala blocked,1,0,0
1092,advance mai eid mobarak bhai,1,0,1
1629,buuma paaya vaayarala tasviira  raajasthaana ke sii kisaana pradarshana,1,0,0
3610,sir i love u main aapka bhot bada faan hun sir aap jo tshart pehnte ho mujhe dedo sir main haryana se hun sir jimy no sir ,0,0,0
2313,sab kya hoga,0,0,1
2695,mashal khan ko too pehly insaf dila looo or us bachi ko jis ky sath  logo ny rape kiya sare aam,0,1,0
2783,bhai itne comment kiye bus ek pe reply kar do plz plz plz,1,0,1
3035,lol admin atention seeker h jante bujhte post dala ki coment mile _,1,0,0
2787,kya hai yar ye,1,0,1
4360, asitcsharma up me dikha raha mp rajasthan jharkhand ke rape aur haryana ke cm ki badjubani ko bhi twitte kariye,0,0,0
1877,buuma echayuuela pravak samparka kiya braamda ke lakshita vibhinna daava sachcha pata laga koshisha hai,1,0,0
3420,gift me rape nai karwana chaye that at least  wese b heejra baap nai hota,1,1,0
2252,tera bap shayad tujhe bhi yese hi najaro se dekhta hoga   tu to apane bap par b kisi din rape ka case laga sakti hai  ,1,1,0
1597,yeh chipkali shivaay pe kuch bhi ilzaam dal shakti hai rape ka bhi shivaay has no proof ulta media pe biwi declare kar chuka hai,1,0,0
3133,nahi ainge salman sab so jao,1,0,0
2801,where r uubhaiii plzz one rplyy mustt onlyy onee ,1,0,1
222,tumne half dekha hai pura dekho,1,0,1
3585,#pakistan  runs karle lekin #baapbaaphotahai tu toh jeet nehi payega #ct aukat kya hain tera #terrorism,0,0,0
1986,buuma mahila prabhaara samparka kiya baata pushta ghata saampradaayika kona naha,1,0,0
1581,asslam walekum salam sir,1,0,1
3306,abi rape ka details dene jaunga to tm no kahoge ki majhab bich me la rha hai ji haa mostly rape me tmhre bhai hi accused hote hai,1,0,0
863,big brother party de or ye chota bhai party me nhi aae aase ho skta hai kya kbhi #salu bhai bajrangi bhaijan ,0,0,1
2028,lagta hai inka bhi rape hua hai waha,1,0,1
1429,haatharasa pulisa ghata saampradaayika kona imkaara kiya hai,1,0,0
3168,kisi judge ki beti ya poti ke saath hua hota tab pata chalta ki iss society mein rape ki saza sirf maut ho sakti haitabhi rukenge rape,0,1,1
2270,areyy baat kaha krni h ye to btana tha,1,0,1
511,buuma paaya tasviira  jisama nepaala pulisa tibba nirvaasita vyakta ke jhapa darsha hai,1,0,0
1844,sarakaara presa riliija ke mutaabika deshabhara kariiba  vaiksiina de vaala isaka trena kiya gaya,0,0,0
1895,gaddar jhootha qasmi besharam ghar ja ke rewind kar ke prog dekhna dna mai khilji gori babur ka gaddari qatl n nafrat se bhari khoon,0,1,0
3605,salman sir,1,0,0
2406,kisika fan hona matlb dusre ko hate karna kab se ho gaya,0,0,0
1514,aap msgs padh to rahe hoge pakka h nasa salman,1,0,1
2054,vai mai dur se baaat kar raha hu  ,1,0,1
2633,biceps  inchi banane ke liye kya karegive me some tips,0,0,1
1929,kuch din pehle shimla kotkhai me  th standerd me pd rhi bachi k sath gang rape hua aur use maar ker uski lash ko jungle me fenk diya gya,0,1,0
2169,is ke tweets and replies parh k mera  litre khoon jal jata ha,1,1,1
2593,hindustan mei har din  rape hote h tab toh awaz nhi utate jab baat movie ki aai sabke talwar hato mei aagai sharm karo,1,1,0
1260,sir kisko rply mat dena,1,0,1
3577,agar muslim ki nam badnam huya to teri page unlike kordun ga or kavi bi tere liye duya nahi karen ge# me sulltan ,0,0,0
3517,dosto yai flim tho fulle hit pef hit hoge,1,0,0
1518,plzzz help me bhai plzz read my comment plzz help me,0,0,1
719,amish is maulana ko batao k kanoon kisi bhi faisley ko lagoo karne k liye zaruri hai apradh to rape bhi hai par apradhi ko sazaa dene k liye hai kanoon,1,0,0
1655,kya kahu bhai tumhara har stilepe josh hai mano ya na mano sare ledki tumpe marte haijisko chaho apna banalo khuda ka kasam kabhi na mat bolo,0,0,1
1192,bhai unhone un hindu s ko terrorist bata ke goli marvai hindu terrorism naam ka naya word invent kiya,0,0,0
1038,sonya tum ladka ho ya ldki jaldi btao ek kam h tum se,1,0,1
1858,jaana kaisa pichala saptaaha saradaara patela stecha  yuunita bliivuda abhine shaaharu khaana kaamgresa adhyaksha raahula gaadha saamsada,1,0,1
4353,pestol dekhaaer rape garn bhaneko jasto pic chh yo ta   haitt ,0,0,0
1142,phailma imdastra kaama shura chuka roja khaa vaala juuniyara aartistsa haalata kharaaba,0,0,0
1062,salmaan sr aap ne khud kaha k aap hr cmments khud read krte ho so kabhi reply ku nahi krte,1,0,1
2547,i think world biggreat fan of sall bhai is mebhai ka dost mera dostbhai ka dusman mera dusmanbhai ka bro mera brobhai ka sis mera sisbhai ka wife meravabi d,0,0,0
3302,kavi raj jis din aapki beti ko koi aapke samne rape karega uss din samjh nhi aayega ki deshbhakti kya hoti hai,0,1,0
746,vani ap salok se raho muj ko jo b bura kahe ga allah pak deketa hai,1,0,0
731,koi frnshp kre ga,1,0,1
2174,yeh social side he humare desh me nafrat peda karte hai hakikat kishe ko pta nhi note dono ek dosre k nafrat wale video uploadkarte hai,1,1,1
1674,haalaamka vaayara ejemsa apa tviita diliita karaka bhuulasudhaara jaara diya loga galata tviita,1,0,0
405,sir aap ghumne ke waza jo bhi ho aap agar odisha ka electricity me sudhar layege to kuch acha hoga or jo baat kiye the aap bo to kabhi nehi ho sakta bas electricity me sudhar dijiye bas,1,0,0
642,bhai aap ki bhaijaan movi bhi  cr karegi,0,0,0
1910, din me rape hota hai isliye madam wha zyada chakkar lgaati haimaza aata hai zyada kya,0,1,0
2622,sar aap se hate jodkar nivedhan karta hu ki meri sister ko baramat karyor polic ko karavay karane ke aadhsh d,0,0,0
366,ema dinaakarana siiaarapiiepha diiaaiija imtelijemsa maara javaana ke parijana ke baara aisa bara mila saapha imkaara,1,0,0
3445,pls all frendns wach an the movie bhai ne yeh harare liya present kiya sab log pls yeh film dekha yaaya,1,0,0
1976,bhai kia karne arahe ho,1,0,1
3749,sab ka bhai salmaan bhai love you salmaan,0,0,0
1202,ok sallu miy,0,0,1
3006,bhaijaan ed mubark,1,0,1
1571,sonala sharma raajasthaana nyaayika seva aarajeesa  chayana,0,0,0
1671,hanipreet ko dekhkar aisa lagta hai ki baba par bhi rape ka case jhutha laga diya hai,1,0,0
701,sana laaiba elaosa paara paakistaana raha vaala gala sarahada paara vo tarapha aa thiim,0,0,1
2675,han wo suit karta hai k bachiyo ka rape hota jay log mary ye corupt kuch na kary dr aliya boli to suit nai krta ap ko,1,0,1
2917,inki maa ka rape kr k dono randion ko kapray die baghair nikal dia tha kissi ne,1,0,1
3497,nitin saxena bhai order krdia kya,0,0,1
117,eka tasviira soshala miidiya daava ke vaayarala kiya raha moda paakistaana haai saiida mila,1,0,0
564,asslamu alyekum bhai ek bar jwab jarur do bhai,0,0,1
18,buuma paaya muula tasviira edita karaka rohita sharma mumbaii imdiyamsa ke ruupaamkana burja khaliipha laga gaya hai,1,0,0
1165,yar ye cvs apni hy likhi howi story kyu bhul hate hain #kasamhttps  twittercom nehalovesdvd status ,1,0,0
3989,dhyan se dekhiye iss bande ko   atheist_krishna  ye meme  photoshops aur draft ready karne me busy hai isliye abhi teeet nahi kar raha,0,0,0
3024,kya adhed mahila ka rape nhi hota hai,1,0,0
804,jo jo gali diya hai sabko sunna hoga ab,1,0,0
927,rijarva baimka kaha itihaasa pahala baara bhaarata teknikala riseshana aa gaya vittamamtra aatmanirbhara bhaarata tiisara kista elaana kiya,0,0,1
1047,buuma paaya maha  phlovarsa vaala esabuka peja biibiisa nyuu ke loga le bana gaya r,1,0,0
93,j banda kam kar raha hai ham maze le rahe hai jab sey india ke pm bane hai tab sey laga gai great man in the world best pm in the world only one on one,1,0,0
3459,we hate u for ever thu,1,1,0
1392,yahan gang rape of zalmi ki baat horahi  https  twittercom i_ramiz status ,0,0,0
1847,meri ma apko bhot yaad karti he bhai,0,0,0
314,aatmahatya ke viidiya bata vaayarala kiya gaya mritaka amritasara aktuubara  trena durghata trena chaalaka,1,0,1
114,shamkhanaada posta daava kiya aama aadama paarta kaamgresa ke bhrashtaachaara lada shura amta,1,0,1
3042,randi ka bachon terrorism tu karate ho chahey kapoor kitna be bara ho jaen rahatn lun ka necha han,0,0,0
945,eid ki party kahape milu bhai,0,0,1
2439,akkhi ki fan thi ab i hate him,0,1,0
2466,rape karwa jake apni amma ka are mein bol kyu raha hu vo pehle se hi rape pirit hai,1,0,1
748,stamta pradarshana ladaaaka jeta daraasala rimota niyamtrita tarbaaina jeta epha  hai,1,0,1
1761, narendramodi modi g kab tak humhari sister wife mother ka rape hota rahegakuch karte kyu nahi hai aap logplz is ladki ko insaaf dilwaiye pictwittercom vxyeizwaf,1,0,0
368,p m sab aap ips abitabh thakur ki madd kigiye ga,0,0,0
642,mukhyadhaara ke samaachaara aautaleta soshala miidiya jhuutha daava kaha ronaalda ke hotala aspataala badala jaaegaa,1,0,1
3868,jo insaan pyaar bantta hai wo nafrat ke lessons kaise de sakta hai,1,0,1
56,red sy kyunky red tumhe meray khoon ki yaad dilay ga ,1,0,0
3212,salman bhai bada wala tharra desi ka pike so gaye heheheh,1,0,0
3313,u r absolutely right bhai aap aisa kbhi bayan hi nai desakte muslim k khilaaf yeh sab apko badnam karne ki aur apki image ko kharab karne planning hope inshallaha police jald se jald inn dhokebaaz logon ko giraftaar karle,0,0,0
1738,jit bny py mithai batny walo ab kiyon maa mr gae jab jit ny rape kr dia tumara or qatari maryam ka yar kidhr hy,1,0,0
2567,teri amma se puch bhagwi teri amma ka kitno ne rape kiya hai,1,0,0
653, sardanarohit sir mai purnea bihar ka hu yaha  hindu ke sath  muslim ne rape kr ke mar dala  postmartam report v change kera diya gya haikoi kuch nhi kr raha,1,1,0
580,kisaana aamdolana shaamila kisaana samgathana hara roja rivya miitimga ke aapasa apa samanvaya majabuuta,0,0,0
1665,salman bhai ye film bhi super hit hogi aap be fikar ho jao,1,0,0
4125, rdahait hai dil ye mera video song _ arijit singh _ hate story  _ jay bhanushali  pictwittercom zbrfmoiue,0,0,0
3860,kya ap hum se bat karoge,1,0,1
395,wahi to sir ji  kanoon to andha hota hae  ho sakta hae mla ne murder karwaya ho aur ho sakta hae k mla ko phasane k liye kisi ne,1,0,1
3095,bhai jaan bolu naa yar,0,0,1
1440,waoosalman nice yar,1,0,0
880,buuma paaya vaayarala tasviira jisama laka bata raha jhuutha tasviira alaga alaga laka,1,0,0
2884,hiii sir   aapse milne kaa sirf ek maaukaa chaahtaa hu  ,1,0,1
3063,bjp ka terror prem kyu nahi dikhate ho sahab kabhi aisi bhi kya patrakarita,1,0,0
160,bhaaratiiya videsha mamtraalaya karataarapura saahiba gurudvaara prabamdhana gaairasikha samita die aitaraaja jata,0,0,1
68,soshala miidiya yuura tasviira haidaraabaada nagara nigama chunaava jo sheyara raha haim,1,0,0
1646,haa ji to mera ye hi to kehna hai fir bhi kyu india me hi rape hote hai koi islamic state me kyu nai hote,1,0,0
1487,adhyayana  novela koronaavaayarasa ke prakopa mahiina pahala aktuubara  prakaashita thaa,1,0,1
1074,chahe cm hi kyu na hoojahil jahil hota haisanskar khoon mai hota hai https  twittercom crazykanika status ,0,0,0
3519,phati to terrorism par agaey janab sharam tum ko magar nahi ati,1,0,1
2104,sar aap chaho to yek bar hum she bat kare,1,0,1
462,buuma vaakiya duusara kona liya gaya viidiya khoja nikaala paaya loga saajida bhaaii imdaabaada kaha raha naa,1,0,1
1260,aaiiemaepha anumaana prata vyakta jiidiipa aana vaala dina baamglaadesha bhaarata piicha choda aaga jaaega kya tula saha,0,0,0
3974,pyar samarthan kar raha tu nafrat ka aur baat pyar ki baat kr raha hai aur gou mutr pe mirch lagi apna tweet pehle dekhlo kya kya bole ho,1,0,0
2491,yrrr aao na jaldi  bhi ho gye,1,0,1
2719,mam kind your informationkarachi ki rooshniyan kon laya karachi operation by rangers kis na karvaya  altaf hussain par pabandi kis na lagayeinterior minister na mai kitna terrorism tha yaad haikitna qatal hota thay mai mai dekh lo karachi ki roshniyaaan https  twittercom murkaziz__ status ,0,1,1
1195,international players lene me toh gili ho jati hai aur hate spread karna hai https  twittercom jamhoorfactor status ,0,0,0
4415,jo vi ho sc st ladkio ka rape karne bahut maza ata hai ,0,0,1
211,narendra damodar modi g acche din kab ayenge babu hai koi upaye,1,0,0
1383,vaayarala postsa daava raha pulisa varda daraasala siipiiema kaaryakar kerala pulisa buuma bata,1,0,0
743,as salamolay kum vai jan,1,0,0
763,misaaila  kilomiitara jayaada maara saka,0,0,0
3251,abey fake arab apni behen ka rape karke thak gaya  tum arab nahi ban sakte tera dna hindu tha aur hindu rahega blood test karwa,1,1,0
380,bikaner kb tur h halat kharab h bikaner k  surdhna gav jane wali sadak ka bhi kbi chal ke dekho us sadak pe,0,0,0
2649,kash itne political action or public support sare rape caeses ko milte yakeen maniye aj har beti safe hoti  inch ki kamar ko dhakne k liye itne issue  or jab kisi ldki ki puri izzat khrb ho jati uske liye koi kuch nahi bolta,0,1,0
4019,woo terrorism nahi kya bina toilet people https  twittercom chintskap status ,0,0,0
80,modiji apne desh ka tho khayal rakho sirf gumne ke pm bane ho kiya falthi pm hai,1,0,0
496,buuma paaya tasviira daraasala nalaaina bilaborda janaretara ke istemaala bana gaya,1,0,0
854,krisha kaanuuna ke virodha kisaana dilla siima data moda sarakaara kaanuuna vaapasa le maamga naha maana raha,0,0,0
1721, ka time tha,0,0,1
1732,#dailyurdunews #urdu #urdunews #urdunews  woh mulk jahan  aurton ko rape ki ijazat   http  wwwdailyurdunewscom wohmulkjahanaurtonkorapekiijazat   #wierdandinterestingpictwittercom nuyvpasu,0,1,0
1117,hi salman vai eid mubarak,1,0,1
1105,hamarey pyare pakistan men ab tak terrorism ki wajeh se  loog marey jachukay hain aur is zalalat k zimmedar hain #thankyoupakarmy,1,1,0
531,arey yo toh apna hi balak se,1,0,1
432,kya qusoor hai amala ka after evanvirajsuveer sunny to rape amala https  googl fb fxbu #starplus #colors,1,0,0
2822,shri krishna ne  shadi kiya to krishna rangoli nhi mana raha hai  nahate huye woman ko chhup ke dekhna nude woman ke sath rangoli manana  shadi karna  gareebo ke sath rape karna  ye krishna ka asli face tha  kabhi religion ki bhi study kar liya kro,0,1,0
454,buuma pata laga vaayarala posta dikha raha tasviira daraasala  tasviira iraaana shakla mr karaka banaaya gaya,1,0,0
2641,bhai log maine abi suna newz me salman bhai bole jitne v mri fan hn wo nrzz na ho im just coming esa hi bole,1,0,1
641, narendramodi sir  mere behan ka rape hua hai aaj mere gaon mein gav ke hi ek aadmi ne rape kiya hai please meri mdt kare,1,0,0
1787,aur waise bhi hamne kaun sa teri behan ka rape kr diya jo tu hame rapsit bta rha hai tu saale jarur koi katwa hoga bc,1,0,0
3438,sallu kya likha hai kuch samajh nhi aaya,1,0,1
1493,abhi tera rape karugiii,1,1,0
17,fantabulous we proud of you modi jihamare desh ki tasvir bhi sudharti nazar aa rahi h  sablogon me badlao dikh raha h india ko apke jaisa hi pm chahiyebharat ki kuch zamini samsyaye bhi h jaha dhyan dene ki zarurat hasha h ki jald hi unme bhi sudhar ayega,1,0,0
619,kbhi india walo ki soch liya kro jo ladkiyon ke rape ho rhe h usse to rok nhi skte aap aur baat krte h,0,0,0
3650,hmmm kal muj bhi yahi feel hua tha,1,0,1
2996,hum bajarng bali k bhakt h or hum kbi juth nhi bolte kyo bhai ,1,0,1
4286,itna stand un sab bahno ke liye lo jo acid pidit h rape pidit h unka dard samjho  bani_j  biggboss  lopa  no_nonsense,1,1,0
662,jitni drama hai utni hi ghatiya  kud dry fruits bed me chupakar khati ho aur vikash ka khana dekhti ho uske chalne ka majak banaya vikash ne video dekha fir v issue nahi banaya aur tumhari chal se lagta hai ki delivery k bad aunty aa rahi hai i hate you https  twittercom hinakhanfc_ status ,1,1,0
4151,aaj se  bani j ko hate karna suru,1,1,1
1438,awesome track dil mey uttar gya yaar,1,0,0
55,bhaarata sarakaara ke pravak kiya daava khamdana,1,0,1
2310,bolo sub hahahaa,0,0,1
882,ma teyar houn jnb,0,0,1
3433,salman gadi aaram se chlana ab wrna jail,1,0,1
3678,woowww bajrangi bhaijaan superhit hogi meri bhagwan se prarthna he ki yah film superduperhit hogi,0,1,0
2386,salu bhai awo na,1,0,1
2937,jis din padmavati ka virodh ho raha tha us dauran india me  se zada rape cases aaye hain unme  mahine bachiyon k bhi h  is par kisine virodh kyu nhi kiya jis par virodh krna chahiye us par krenge nhi  ek movie k liye itna bda  ranveerofficial  deepikapadukone  shahidkapoor,0,1,0
111,jo bina zyaada load liye movie dekhne jaae wo moviegoer,0,0,0
358,buuma paaya chaumka vaala viidiya misra ke kaahira tvara rikrda kiya gaya na dubaii burja lii mem,1,0,0
1846,sirf rape hi nahin  nikah karte hain aur musalman banate hain hindu ladkiyon ko patake #lovejihad bolte hain ajkal,1,1,0
10,madam bahut sochsamajhkr mai ess tarq pe pureymahino mei pahucha hoon k asli wajah muslim hatredhai jo kabi partition ramtemple gaumata bharatmaatakijai  vandematram  raastragan  pak premi gaddaar bachche jyada  bibiyabachche k safar tai karte huey tajmahal p jake atka hai,0,0,0
2977,bhaiya jiska kaam hai wo karega na pm bolega to kya rape hona band hojaega sundar ladki dekhke tumhara man machalta h ki nhi kya isme bhi pm ka dosh h bataiye,0,0,0
295,buuma paaya vaastava tasviira pulisa vakiila ke haaara korta jhapa ke pradarshana,1,0,0
3579,sirsera ke bad me mai aapka bodygurd rhunga,1,0,0
2133,ek baar mene jo commitment ki to fir me apne aap ki bhi nhi sunta   ,0,0,1
208,hina khan chalak aur dhokebaaj lomdi hai  mai aaj ke task mein hoti toh uska ka nak katke use shurpanakha banati  i just hate her,1,1,0
3892,maine yeh pic hatred k liye nhi kiya bhai ,1,0,1
386,sonala sharma raajasthaana nyaayika seva aarajeesa  chayana,0,0,0
2945,sari duniya hate karti to  islamic desh nhi hota aaj haar roj duniya me average  log muslim kyon ban rahe hai,1,0,0
1121,vaayarala maiseja r bmba korta dvaara die nirnaya lata vyaakhya dii hai,1,0,0
3743,kapoor saheb  we are not terrorists  we are terrorism victims   baqi itni nafrat  yaqeen nahi aata k kapoor itni nafrat kartay hain ,1,1,0
702,salman murda bad,1,0,0
2253,how can anyone hate pijjaa   ,0,0,1
1326,aap film me bajarangi hai ki bhai jaan,1,0,1
3874, yrs me rape,0,0,1
4434,isko kon vote kara ga hate him,0,1,1
2050,plz aayeye sir jhuth bole to smjh lena aap ek meri jitni achi fan gwa doge aap sir,1,0,1
2750,ohhhh myy salluuu,1,0,0
2912,pakistan ne apne terrorist se civilian jadhav ko chabhar se kidnap karwaya hai bhagwa terrorism ki tarah india ko badnam karne ke liye pak military court ki trial fake and transparent nahi hai save jadhav from the jaw of terroristan https  twittercom newsindia status ,0,0,0
1258,hate to koi bhi kisi sey kar sakta hai mat bhed honey key karan muslim bhi muslim sey hate kar skta hai,1,1,0
2990,wo ghar par jo kal paratha bana kar rakh tha  use kha rahi hogi and ab master chef me jane ki tayari kar rahi hogi  kyuki baki kuch to aur us ke bas he nahi khairati winner ban kar and pese lekar bethi he  sharam bhi nahi aati usei hate her,1,1,0
2508,o chawal mullayzabardast dance hai  u r v talented  dance karna gunah nahinbachon ko rape karna gunah hai,1,0,0
1723,tera desh aatanki se bhara hai asal rape tum log kar rahe ho you bitch khud bhi waisi hai dusro ko waisa samaj rahi hai,1,1,0
773,oye tu kyu badi badi baate karra hi pagal ho kya,1,0,0
